program-name,current-version,experimental-version,status
perl5.40.0-libnet,3.15,3.15,SAME
perl5.40.0-Net-SMTP-SSL,1.04,1.04,SAME
git,2.51.2,2.51.2,SAME
git-2.51.2-fish,completions,completions,SAME
mparrows-0.1,tex,tex,SAME
libnfs,5.0.2,5.0.2,SAME
libcdio-2.3.0,lib,lib,SAME
libplist,2.7.0,2.7.0,SAME
libtatsu,1.0.5,1.0.5,SAME
libimobiledevice-glue,1.3.2,1.3.2,SAME
libusbmuxd,2.1.1,2.1.1,SAME
libimobiledevice,1.4.0,1.4.0,SAME
libcdio-paranoia,2.0.2,2.0.2,SAME
libxmlb-0.3.24,lib,lib,SAME
appstream,1.0.4,1.0.4,SAME
libadwaita,1.8.2,1.8.2,SAME
fuse,3.17.4,3.17.4,SAME
exfat,1.4.0,1.4.0,SAME
dosfstools,4.2,4.2,SAME
e2fsprogs,1.47.3,1.47.3,SAME
btrfs-progs,6.17.1,6.17.1,SAME
system-sendmail,1.0,1.0,SAME
mdadm,4.4,4.4,SAME
xfsprogs,6.17.0,6.17.0,SAME
inih,62,62,SAME
xfsprogs-6.17.0,bin,bin,SAME
e2fsprogs-1.47.3,bin,bin,SAME
f2fs-tools,1.16.0,1.16.0,SAME
parted,3.6,3.6,SAME
nilfs-utils,2.2.12,2.2.12,SAME
ntfs3g,2022.10.3,2022.10.3,SAME
thin-provisioning-tools,1.3.0,1.3.0,SAME
nspr,4.38.2,4.38.2,SAME
nss,3.112.2,3.112.2,SAME
libksba,1.6.7,1.6.7,SAME
libsodium-1.0.20-unstable-2025-12,31,31,SAME
cyrus-sasl,2.1.28,2.1.28,SAME
openldap,2.6.9,2.6.9,SAME
gpgme,1.24.3,1.24.3,SAME
volume_key,0.3.11,0.3.11,SAME
mpfr,4.2.2,4.2.2,SAME
libbytesize,2.11,2.11,SAME
libnvme,1.15,1.15,SAME
libtraceevent,1.8.6,1.8.6,SAME
iniparser,4.2.6,4.2.6,SAME
libndctl-83,man,man,SAME
libtracefs,1.8.2,1.8.2,SAME
libndctl,83,83,SAME
libblockdev,3.4.0,3.4.0,SAME
polkit,126,126,SAME
udisks,2.10.2,2.10.2,SAME
libmtp,1.1.22,1.1.22,SAME
ldns,1.8.4,1.8.4,SAME
openssh,10.2p1,10.2p1,SAME
python3.13-dnspython,2.8.0,2.8.0,SAME
liburing,2.12,2.12,SAME
talloc,2.4.3,2.4.3,SAME
tevent,0.17.1,0.17.1,SAME
tdb,1.4.14,1.4.14,SAME
jansson,2.14.1,2.14.1,SAME
lmdb,0.9.33,0.9.33,SAME
python3.13-markdown,3.9.0,3.9.0,SAME
samba,4.22.6,4.22.6,SAME
ncompress,5.0,5.0,SAME
libxpm,3.5.17,3.5.17,SAME
gd,2.3.3,2.3.3,SAME
libexif,0.6.25,0.6.25,SAME
libgphoto2,2.5.32,2.5.32,SAME
gvfs,1.58.0,1.58.0,SAME
libsecret,0.21.7,0.21.7,SAME
gcr,4.4.0.1,4.4.0.1,SAME
librest,0.10.2,0.10.2,SAME
glib-networking,2.80.1,2.80.1,SAME
gobject-introspection-wrapped,1.86.0,1.86.0,SAME
gnome-online-accounts,3.56.2,3.56.2,SAME
libmsgraph,0.3.3,0.3.3,SAME
libqrtr-glib,1.2.2,1.2.2,SAME
libmbim,1.32.0,1.32.0,SAME
libqmi,1.36.0,1.36.0,SAME
modemmanager,1.24.0,1.24.0,SAME
suitesparse,5.13.0,5.13.0,SAME
poly2tri-c,0.1.0,0.1.0,SAME
poppler-data,0.4.12,0.4.12,SAME
poppler-glib,25.10.0,25.07.0,DIFFERENT (current:25.10.0,exp:25.07.0)
libraw-0.21.4,lib,lib,SAME
babl,0.1.116,0.1.116,SAME
gegl,0.4.64,0.4.64,SAME
zugferd-0.9d,tex,tex,SAME
python3.12-protobuf,6.33.1,6.33.1,SAME
c-ares,1.34.6,1.34.6,SAME
python3.12-grpcio,1.76.0,1.76.0,SAME
python3.12-grpcio-1.76.0,dev,dev,SAME
python3.12-tensorboard-data-server,0.7.2,0.7.2,SAME
python3.12-setuptools,80.9.0,80.9.0,SAME
python3.12-markupsafe,3.0.3,3.0.3,SAME
python3.12-werkzeug,3.1.4,3.1.4,SAME
python3.12-markdown,3.9.0,3.9.0,SAME
python3.12-absl-py,2.3.1,2.3.1,SAME
python3.12-tensorboard,2.20.0,2.20.0,SAME
qhull,2020.2,2020.2,SAME
python3.12-scipy,1.16.3,1.16.3,SAME
python3.12-msgpack,1.1.1,1.1.1,SAME
python3.12-psutil,7.1.2,7.1.2,SAME
python3.12-pycparser,2.23,2.23,SAME
python3.12-cffi,2.0.0,2.0.0,SAME
python3.12-llvmlite,0.46.0,0.45.0,DIFFERENT (current:0.46.0,exp:0.45.0)
python3.12-numba,0.63.1,0.62.0,DIFFERENT (current:0.63.1,exp:0.62.0)
robotarm-0.1,tex,tex,SAME
bookman-61719,tex,tex,SAME
karchive,6.20.0,6.20.0,SAME
extra-cmake-modules,6.20.0,6.20.0,SAME
karchive-6.20.0,dev,dev,SAME
hyphen-basque-73410,tex,tex,SAME
gperftools,2.17.2,2.15,DIFFERENT (current:2.17.2,exp:2.15)
libjxl,0.11.1,0.11.1,SAME
typewriter-1.3,tex,tex,SAME
luafindfont-0.15,tex,tex,SAME
datetime2-polish-1.1,tex,tex,SAME
pst-coil-1.08,tex,tex,SAME
libpipeline,1.5.8,1.5.8,SAME
threeparttablex-0.3,tex,tex,SAME
cherokee-21046,tex,tex,SAME
biblatex-apa6-8.5,tex,tex,SAME
notebeamer-4.1C,tex,tex,SAME
engtlc-3.2,tex,tex,SAME
libcxx,21.1.7,21.1.7,SAME
gfsneohellenicmath-1.02,tex,tex,SAME
pst-asr-1.3,tex,tex,SAME
latex2man-1.29,tex,tex,SAME
libdbusmenu-glib,16.04.0,16.04.0,SAME
libxscrnsaver,1.2.5,1.2.5,SAME
libnotify,0.8.7,0.8.7,SAME
zenity,4.2.1,4.2.1,SAME
libxshmfence,1.3.3,1.3.3,SAME
ayatana-ido,0.10.4,0.10.4,SAME
libayatana-indicator,0.9.4,0.9.4,SAME
libdbusmenu-gtk3,16.04.0,16.04.0,SAME
libayatana-appindicator,0.5.92,0.5.92,SAME
libvdpau,1.5,1.5,SAME
libdecor,0.2.4,0.2.4,SAME
sdl3-3.2.28,lib,lib,SAME
sdl2-compat,2.32.60,2.32.60,SAME
ffmpeg-4.4.6,data,data,SAME
spotify,1.2.74.477.g3be53afe,1.2.74.477.g3be53afe,SAME
libev,4.33,4.33,SAME
nghttp2,1.67.1,1.67.1,SAME
qtwayland,6.9.0,6.10.1,DIFFERENT (current:6.9.0,exp:6.10.1)
qtwayland-6.10.1-only-plugins,qml,qml,SAME
qtbase-6.10.1-only-plugins,qml,qml,SAME
ki18n,6.20.0,6.20.0,SAME
kconfig,6.20.0,6.20.0,SAME
kguiaddons,6.20.0,6.20.0,SAME
kcolorscheme,6.20.0,6.20.0,SAME
kwidgetsaddons,6.20.0,6.20.0,SAME
breeze-icons,6.20.0,6.20.0,SAME
kiconthemes,6.20.0,6.20.0,SAME
kdbusaddons,6.20.0,6.20.0,SAME
kwindowsystem,6.20.0,6.20.0,SAME
docbook-xml,4.5,4.5,SAME
docbook-xsl-nons,1.79.2,1.79.2,SAME
kdoctools,6.20.0,6.20.0,SAME
kcoreaddons,6.20.0,6.20.0,SAME
kservice,6.20.0,6.20.0,SAME
solid,6.20.0,6.20.0,SAME
kbookmarks,6.20.0,6.20.0,SAME
qt5compat,6.10.1,6.10.1,SAME
qca,2.3.10,2.3.10,SAME
kcrash,6.20.0,6.20.0,SAME
knotifications,6.20.0,6.20.0,SAME
kwallet,6.20.0,6.20.0,SAME
kjobwidgets,6.20.0,6.20.0,SAME
kirigami,6.20.0,6.20.0,SAME
ffmpeg-8.0,data,data,SAME
qtquick3d,6.10.1,6.10.1,SAME
speech-dispatcher,0.12.1,0.12.1,SAME
qtspeech,6.10.1,6.10.1,SAME
kcodecs,6.20.0,6.20.0,SAME
kcompletion,6.20.0,6.20.0,SAME
aspell,0.60.8.1,0.60.8.1,SAME
hunspell,1.7.2,1.7.2,SAME
sonnet,6.20.0,6.20.0,SAME
ktextwidgets,6.20.0,6.20.0,SAME
kglobalaccel,6.20.0,6.20.0,SAME
qqc2-desktop-style,6.20.0,6.20.0,SAME
kconfigwidgets,6.20.0,6.20.0,SAME
kitemviews,6.20.0,6.20.0,SAME
kxmlgui,6.20.0,6.20.0,SAME
polkit-qt-1,0.200.0,0.200.0,SAME
kauth,6.20.0,6.20.0,SAME
kio,6.20.0,6.20.0,SAME
kcmutils,6.20.0,6.20.0,SAME
libaccounts-glib,1.27,1.27,SAME
libaccounts-glib-1.27,dev,dev,SAME
accounts-qt,1.17,1.17,SAME
signond-8.61-unstable-2023-11,24,24,SAME
kaccounts-integration,25.08.3,25.08.3,SAME
kitemmodels,6.20.0,6.20.0,SAME
libdmtx,0.7.8,0.7.8,SAME
prison,6.20.0,6.20.0,SAME
kdeclarative,6.20.0,6.20.0,SAME
purpose,6.20.0,6.20.0,SAME
python3.12-sniffio,1.3.1,1.3.1,SAME
python3.12-anyio,4.11.0,4.11.0,SAME
sparklines-1.7,tex,tex,SAME
lsof-4.99.5-fish,completions,completions,SAME
xavs,55,55,SAME
oxygen-icons,6.1.0,6.1.0,SAME
perl5.40.0-File-Which,1.27,1.27,SAME
kidletime,6.20.0,6.20.0,SAME
exiv2-0.28.7,lib,lib,SAME
exiv2,0.28.7,0.28.7,SAME
poppler-qt6,25.10.0,25.10.0,SAME
taglib,2.1.1,2.1.1,SAME
squashfuse,0.6.1,0.6.1,SAME
librsvg-2.61.3,dev,dev,SAME
boost,1.87.0,1.87.0,SAME
libappimage-1.0.4,5,5,SAME
libzip,1.11.4,1.11.4,SAME
ebook-tools,0.2.2,0.2.2,SAME
kdegraphics-mobipocket,25.08.3,25.08.3,SAME
kfilemetadata,6.20.0,6.20.0,SAME
baloo,6.20.0,6.20.0,SAME
baloo-widgets,25.08.3,25.08.3,SAME
maritime-1.0,tex,tex,SAME
pdftex-71605,tex,texdoc,DIFFERENT (current:tex,exp:texdoc)
xintsession-0.4alpha,tex,tex,SAME
chktex-1.7.9,tex,texdoc,DIFFERENT (current:tex,exp:texdoc)
cups-2.4.14,lib,lib,SAME
williams-15878,tex,tex,SAME
iptables-1.8.11,lib,lib,SAME
iproute2,6.17.0,6.17.0,SAME
libpcap-1.10.6,lib,lib,SAME
open-isns-0.103,lib,lib,SAME
open-iscsi,2.1.11,2.1.11,SAME
openvswitch,3.6.2,3.6.2,SAME
bridge-utils,1.7.1,1.7.1,SAME
psmisc,23.7,23.7,SAME
libnl-3.11.0,bin,bin,SAME
inetutils,2.7,2.7,SAME
OVMF-202508.01,fd,fd,SAME
which,2.23,2.23,SAME
diffutils,3.12,3.12,SAME
libaio,0.3.113,0.3.113,SAME
multipath-tools,0.13.0,0.13.0,SAME
mtools,4.0.49,4.0.49,SAME
ipxe-1.21.1-unstable-2025-11,19,19,SAME
seabios,1.17.0,1.17.0,SAME
drbd,9.33.0,9.33.0,SAME
gawk,5.3.2,5.3.2,SAME
yajl-2.1.0-unstable-2024-02,01,01,SAME
xen,4.20.2,4.20.2,SAME
hostname-debian,3.25,3.25,SAME
hostname-debian-3.25,man,man,SAME
hostname-hostname-debian,3.25,3.25,SAME
smartmontools,7.5,7.5,SAME
libtirpc,1.3.7,1.3.7,SAME
nfs-utils-2.7.1,lib,lib,SAME
nfs-utils,2.7.1,2.7.1,SAME
sysstat,12.7.7,12.7.7,SAME
zfs-user,2.3.6,2.3.5,DIFFERENT (current:2.3.6,exp:2.3.5)
numad-0.5-unstable-2023-09,06,06,SAME
nftables,1.1.5,1.1.5,SAME
dnsmasq,2.91,2.91,SAME
procps,4.0.4,4.0.4,SAME
pm-utils,1.4.1,1.4.1,SAME
dmidecode,3.6,3.6,SAME
libvirt,11.7.0,11.7.0,SAME
libvirt-glib,5.0.0,5.0.0,SAME
phfsvnwatermark-1.0,tex,tex,SAME
helvetic-61719,tex,tex,SAME
prettyref-3.0,tex,tex,SAME
onlyamsmath-0.20,tex,tex,SAME
adforn-1.2,tex,tex,SAME
lm-sensors,3.6.2,3.6.2,SAME
ocgx2-0.60,tex,tex,SAME
pst-poker-0.03b,tex,tex,SAME
epigraph-keys-1.0,tex,tex,SAME
pmx-3.00,tex,tex,SAME
texlive-bin-big,2024,2024,SAME
zziplib,0.13.78,0.13.78,SAME
texlive-bin-big-2024,luatex,luatex,SAME
diadia,1.1,1.1,SAME
sduthesis-1.2.1,tex,tex,SAME
facetimehd-calibration-5.1.5769,zstd,zstd,SAME
python3.13-six,1.17.0,1.17.0,SAME
python3.13-more-itertools,10.7.0,10.7.0,SAME
python3.13-typing-extensions,4.15.0,4.15.0,SAME
python3.13-typeguard,4.4.4,4.4.4,SAME
python3.13-inflect,7.5.0,7.5.0,SAME
python3.13-jaraco-functools,4.2.1,4.2.1,SAME
python3.13-jaraco-context,6.0.1,6.0.1,SAME
python3.13-autocommand,2.2.2,2.2.2,SAME
python3.13-jaraco-text,4.0.0,4.0.0,SAME
unisugar-0.92,tex,tex,SAME
libpng,1.2.59,1.6.54,DIFFERENT (current:1.2.59,exp:1.6.54)
pciutils,3.14.0,3.14.0,SAME
electron-unwrapped,39.7.0,39.7.0,SAME
electron,39.7.0,39.7.0,SAME
zsh,5.9,5.9,SAME
cuda12.8-cuda_nvml_dev-12.8.90,include,include,SAME
cuda12.8-cuda_nvml_dev,12.8.90,12.8.90,SAME
limecv-0.1.12,tex,tex,SAME
poetry-2.2,tex,tex,SAME
gb4e-next-0.5,tex,tex,SAME
qtserialport,6.10.1,6.10.1,SAME
qtpositioning,6.10.1,6.10.1,SAME
jemalloc-5.3.0-unstable-2025-09,12,12,SAME
quickshell,0.2.1,0.2.1,SAME
python3.12-six,1.17.0,1.17.0,SAME
python3.12-sortedcontainers,2.4.0,2.4.0,SAME
python3.12-hypothesis,6.136.9,6.136.9,SAME
python3.12-jinja2,3.1.6,3.1.6,SAME
pybind11-setup,hook,hook,SAME
python3.12-pybind11,3.0.1,3.0.1,SAME
python3.12-types-dataclasses,0.6.6,0.6.6,SAME
python3.12-triton,3.5.1,3.5.1,SAME
python3.12-mpmath,1.3.0,1.3.0,SAME
python3.12-sympy,1.14.0,1.14.0,SAME
python3.12-expecttest,0.2.1,0.2.1,SAME
gmp,6.3.0,6.3.0,SAME
isl,0.20,0.20,SAME
libmpc,1.3.1,1.3.1,SAME
gcc,14.3.0,14.3.0,SAME
expand-response,params,params,SAME
binutils-2.44,lib,lib,SAME
binutils,2.44,2.44,SAME
binutils-wrapper,2.44,2.44,SAME
gcc-wrapper,14.3.0,14.3.0,SAME
python3.12-torch-2.9.1,lib,lib,SAME
python3.12-torch,2.9.1,2.9.1,SAME
python3.12-wheel,0.46.1,0.46.1,SAME
python3.12-astunparse,1.6.3,1.6.3,SAME
ninja,1.13.1,1.13.1,SAME
python3.12-ninja,1.13.1,1.13.1,SAME
python3.12-xformers,0.0.30,0.0.30,SAME
mdframed-1.9b,tex,tex,SAME
bigfoot-2.1,tex,tex,SAME
randtext-15878,tex,tex,SAME
overlock-64495,tex,tex,SAME
msg-0.51,tex,tex,SAME
findutils,4.10.0,4.10.0,SAME
pkfix-helper-1.6,tex,tex,SAME
ghostscript-10.05.1,fonts,fonts,SAME
ijs,10.05.1,10.05.1,SAME
jbig2dec,0.20,0.20,SAME
ghostscript,10.05.1,10.05.1,SAME
pkfix-helper,1.6,1.6,SAME
brandeis-dissertation-3.14,tex,tex,SAME
everypage-2.0b,tex,tex,SAME
wf-recorder-0.6.0_fish,completions,completions,SAME
latexfileinfo-pkgs-0.22,tex,tex,SAME
huaz-2.1,tex,tex,SAME
calf-0.90.6_fish,completions,completions,SAME
nxuthesis-1.0.0,tex,tex,SAME
srcredact-1.0,tex,tex,SAME
srcredact,1.0,1.0,SAME
zhspacing-41145,tex,tex,SAME
regulatory-0.0.4,tex,tex,SAME
bibleref-lds-1.0,tex,tex,SAME
luavlna-0.1m,tex,tex,SAME
asapsym-1.0,tex,tex,SAME
regstats-1.1b,tex,tex,SAME
libvpl,2.15.0,2.15.0,SAME
perl5.40.0-Text-BibTeX,0.89,0.89,SAME
imfellenglish-64568,tex,tex,SAME
catppuccinpalette-1.1.0,tex,tex,SAME
uiucthesis-2.25,tex,tex,SAME
stubs-0.1.1,tex,tex,SAME
libfyaml,0.9.4,0.9.4,SAME
limits.conf,unknown,unknown,SAME
returntogrid-0.2,tex,tex,SAME
ieeetran-1.8b,tex,tex,SAME
cef-binary,6533,6533,SAME
python3.12-kiwisolver,1.4.8,1.4.8,SAME
eplain-3.14,tex,texdoc,DIFFERENT (current:tex,exp:texdoc)
algorithm2e-5.2,tex,tex,SAME
babel-romanian-1.2m,tex,tex,SAME
docmfp-1.2d,tex,tex,SAME
pdfbook2-1.4,tex,texdoc,DIFFERENT (current:tex,exp:texdoc)
dvipsconfig-1.6,tex,tex,SAME
toolbox-5.1,tex,tex,SAME
dozenal-7.2,tex,tex,SAME
quran-id-0.1,tex,tex,SAME
vim,9.1.2148,9.1.2148,SAME
python3.13-awscrt,0.29.0,0.29.0,SAME
schedule-1.20,tex,tex,SAME
setup-cuda,hook,hook,SAME
proton-ge-bin-GE-Proton10-32,steamcompattool,steamcompattool,SAME
steam-run-fhsenv,profile,profile,SAME
rtkit,0.14,0.14,SAME
kurdishlipsum-1.1,tex,tex,SAME
security-wrapper-polkit-agent-helper-1-x86_64-unknown-linux,musl,musl,SAME
chicago-15878,tex,tex,SAME
perl5.40.0-Algorithm-Diff,1.1903,1.1903,SAME
perl5.40.0-Text-Diff,1.45,1.45,SAME
perl5.40.0-Capture-Tiny,0.48,0.48,SAME
perl5.40.0-Test-Differences,0.70,0.70,SAME
ftcap-1.4,tex,tex,SAME
iodhbwm-1.2.2,tex,tex,SAME
urwchancal-1,tex,tex,SAME
pxtatescale-0.4,tex,tex,SAME
potrace,1.16,1.16,SAME
mflua,62774,62774,SAME
net-snmp,5.9.5.2,5.9.5.2,SAME
net-snmp-5.9.5.2,lib,lib,SAME
libieee1284,0.2.11,0.2.11,SAME
sane-backends,1.4.0,1.4.0,SAME
swaylock.pam,unknown,unknown,SAME
upzhkinsoku-0.5,tex,tex,SAME
mda-lv2,1.2.6,1.2.6,SAME
cd-cover-1.0,tex,tex,SAME
cbcoptic-0.2,tex,tex,SAME
glossaries-4.56,tex,tex,SAME
hwloc-2.12.2,lib,lib,SAME
onetbb,2022.3.0,2022.3.0,SAME
libblake3,1.8.2,1.8.2,SAME
libcpuid,0.8.1,0.8.1,SAME
nix-util,2.31.2,2.31.2,SAME
s2n-tls,1.5.27,1.5.27,SAME
aws-checksums,0.2.7,0.2.7,SAME
aws-c-compression,0.3.1,0.3.1,SAME
aws-c-cal,0.9.2,0.9.2,SAME
aws-c-io,0.22.0,0.22.0,SAME
aws-c-http,0.10.4,0.10.4,SAME
aws-c-sdkutils,0.2.4,0.2.4,SAME
aws-c-auth,0.9.1,0.9.1,SAME
aws-c-s3,0.8.7,0.8.7,SAME
aws-c-mqtt,0.13.3,0.13.3,SAME
aws-c-event-stream,0.5.7,0.5.7,SAME
aws-crt-cpp,0.34.3,0.34.3,SAME
aws-sdk-cpp,1.11.647,1.11.647,SAME
busybox,1.36.1,1.36.1,SAME
nix-store,2.31.2,2.31.2,SAME
boehm-gc,8.2.8,8.2.8,SAME
llhttp,9.3.0,9.3.0,SAME
libgit2-1.9.2,lib,lib,SAME
nix-fetchers,2.31.2,2.31.2,SAME
nix-expr,2.31.2,2.31.2,SAME
exp-testopt-0.3,tex,tex,SAME
ptex,70058,70058,SAME
libxt,1.3.1,1.3.1,SAME
libxmu,1.2.1,1.2.1,SAME
xhost,1.0.10,1.0.10,SAME
xhost-1.0.10-fish,completions,completions,SAME
tikzbricks-0.6,tex,tex,SAME
aalib,1.4rc5,1.4rc5,SAME
unit-user-runtime-dir,.service,.service,SAME
shtthesis-0.3.3,tex,tex,SAME
paresse-5.0.2,tex,tex,SAME
rebuttal-0.1.1,tex,tex,SAME
luwiantype-1.3,tex,tex,SAME
hyprutils,0.10.2,0.10.2,SAME
hyprlang,0.6.6,0.6.6,SAME
quotchap-1.3,tex,tex,SAME
etc-nix,machines,registry.json,DIFFERENT (current:machines,exp:registry.json)
shadow-4.18.0,su,su,SAME
bash-interactive-5.3p3,doc,man,DIFFERENT (current:doc,exp:man)
ldconfig,unknown,unknown,SAME
less-679,man,man,SAME
fhsenv-ensure-gsettings-schemas,directory,directory,SAME
gzip-1.14,man,man,SAME
plex-desktop-1.109.0-fhsenv,profile,profile,SAME
less,679,679,SAME
gawk-5.3.2,man,man,SAME
pst-cox-0.98_Beta,tex,tex,SAME
listliketab-15878,tex,tex,SAME
libsodium,1.0.20,1.0.20,SAME
zeromq,4.3.5,4.3.5,SAME
logoetalab-0.1.1,tex,tex,SAME
play-15878,tex,tex,SAME
l3sys-query,70889,70889,SAME
bxpdfver-0.8a,tex,tex,SAME
hiredis,1.2.0,1.2.0,SAME
container,init,init,SAME
lutris-0.5.19,init,init,SAME
libevdev,1.13.4,1.13.4,SAME
libao-1.2.2,man,man,SAME
glu,9.0.3,9.0.3,SAME
glew,1.10.0,2.2.0,DIFFERENT (current:1.10.0,exp:2.2.0)
glew-2.2.0,bin,bin,SAME
opencl-headers,2025.07.22,2025.07.22,SAME
zip,3.0,3.0,SAME
flac-1.5.0,man,man,SAME
libmpeg2,0.5.1,0.5.1,SAME
a52dec,0.8.0,0.8.0,SAME
gst-plugins-ugly,1.26.5,1.26.5,SAME
lutris-0.5.19-fhsenv,profile,profile,SAME
hfst-ospell,0.5.4,0.5.4,SAME
libvoikko,4.3.3,4.3.3,SAME
hspell,1.4,1.4,SAME
nuspell-5.1.6,lib,lib,SAME
enchant,2.6.9,2.6.9,SAME
hidapi,0.15.0,0.15.0,SAME
libmanette,0.2.13,0.2.13,SAME
woff2-1.0.2,lib,lib,SAME
hyphen,2.8.8,2.8.8,SAME
harfbuzz-icu,12.1.0,12.1.0,SAME
libbacktrace-0-unstable-2024-03,02,02,SAME
xdg-dbus-proxy,0.1.6,0.1.6,SAME
webkitgtk,2.50.5+abi=4.1,2.50.5+abi=4.1,SAME
ffmpeg-6.1.3,man,man,SAME
libxaw,1.0.16,1.0.16,SAME
lua,5.4.7,5.2.4,DIFFERENT (current:5.4.7,exp:5.2.4)
sndio,1.10.0,1.10.0,SAME
desktop-file-utils,0.28,0.28,SAME
fluidsynth-2.5.1,man,man,SAME
curl-8.18.0,bin,bin,SAME
miniupnpc,2.3.3,2.3.3,SAME
nasm,2.16.03,2.16.03,SAME
libbsd-0.12.2,man,man,SAME
p11-kit-0.25.10,bin,bin,SAME
llvm-21.1.7,lib,lib,SAME
cabextract,1.11,1.11,SAME
pcre-8.45,man,man,SAME
libpthread-stubs,0.5,0.5,SAME
gettext-0.25.1,man,man,SAME
hicolor-icon-theme,0.18,0.18,SAME
adwaita-icon-theme,49.0,49.0,SAME
minizip,1.3.1,1.3.1,SAME
libsndfile-1.2.2,bin,bin,SAME
gst-libav,1.26.5,1.26.5,SAME
SDL_compat,1.2.70,1.2.70,SAME
SDL_net-1.2.8-unstable-2025-04,21,21,SAME
SDL2_ttf,2.24.0,2.24.0,SAME
sane-backends-1.4.0,man,man,SAME
libxxf86dga,1.1.6,1.1.6,SAME
libxxf86vm,1.1.6,1.1.6,SAME
allegro,4.4.3.1,4.4.3.1,SAME
libpfm,4.13.0,4.13.0,SAME
llvm,21.1.7,21.1.7,SAME
python3.13-soupsieve,2.7,2.7,SAME
python3.13-beautifulsoup4,4.14.3,4.14.3,SAME
python3.13-pyrate-limiter,3.9.0,3.9.0,SAME
python3.13-toolz,1.0.0,1.0.0,SAME
python3.13-moddb,0.12.0,0.12.0,SAME
xgamma,1.0.8,1.0.8,SAME
freeglut,3.6.0,3.6.0,SAME
mesa-demos,9.0.0,9.0.0,SAME
python3.13-pycairo,1.28.0,1.28.0,SAME
python3.13-markupsafe,3.0.3,3.0.3,SAME
python3.13-mako,1.3.10,1.3.10,SAME
python3-3.13.11,env,env,SAME
gobject-introspection-1.86.0,dev,dev,SAME
gobject-introspection-wrapped-1.86.0,dev,dev,SAME
python3.13-pygobject,3.54.5,3.54.5,SAME
python3.13-pygobject-3.54.5,dev,dev,SAME
libxkbfile,1.1.3,1.1.3,SAME
xkbcomp,1.5.0,1.5.0,SAME
libasyncns,0.8,0.8,SAME
pulseaudio,17.0,17.0,SAME
python3.13-pillow,12.1.0,12.1.0,SAME
python3.13-pypresence-4.3.0-unstable-2025-03,27,27,SAME
setxkbmap,1.3.4,1.3.4,SAME
python3.13-lxml,6.0.2,6.0.2,SAME
vulkan-tools,1.4.328.0,1.4.328.0,SAME
python3.13-evdev,1.9.2,1.9.2,SAME
python3.13-pyyaml,6.0.3,6.0.3,SAME
python3.13-dbus-python,1.4.0,1.4.0,SAME
libshout,2.4.6,2.4.6,SAME
libcaca,0.99.beta20,0.99.beta20,SAME
twolame-2017-09,27,27,SAME
opencore-amr,0.1.6,0.1.6,SAME
gst-plugins-good,1.26.5,1.26.5,SAME
python3.13-dbus-python-1.4.0,dev,dev,SAME
xrandr,1.5.3,1.5.3,SAME
libstrangle-unstable,202202022,202202022,SAME
libxcvt,0.1.3,0.1.3,SAME
libfontenc,1.1.8,1.1.8,SAME
libxfont_2,2.0.7,2.0.7,SAME
xorg-server,21.1.21,21.1.21,SAME
python3.13-distro,1.9.0,1.9.0,SAME
lutris-unwrapped,0.5.19,0.5.19,SAME
qtbase-5.15.18,bin,bin,SAME
wavpack-5.8.1,man,man,SAME
mpg123-1.33.4,man,man,SAME
pcre,8.45,8.45,SAME
openresolv,3.17.0,3.17.0,SAME
mobile-broadband-provider-info,20240407,20240407,SAME
slang,2.3.3,2.3.3,SAME
newt,0.52.24,0.52.24,SAME
libndp,1.9,1.9,SAME
iputils,20250605,20250605,SAME
ethtool,6.15,6.15,SAME
ppp,2.5.2,2.5.2,SAME
dhcpcd,10.2.4,10.2.4,SAME
networkmanager,1.54.3,1.54.3,SAME
perl5.40.0-File-BaseDir,0.09,0.09,SAME
oniguruma-6.9.10,lib,lib,SAME
steam-1.0.0.85-fhsenv,profile,profile,SAME
perl5.40.0-File-DesktopEntry,0.22,0.22,SAME
xorg,locale,locale,SAME
sbin,ldconfig,ldconfig,SAME
libudev0-shim,1,1,SAME
jq,1.8.1,1.8.1,SAME
getopt,1.1.6,1.1.6,SAME
jq-1.8.1,bin,bin,SAME
steam-unwrapped,1.0.0.85,1.0.0.85,SAME
perl5.40.0-XML-Parser,2.46,2.46,SAME
lsb_release,unknown,unknown,SAME
perl5.40.0-XML-Twig,3.52,3.52,SAME
perl5.40.0-Net-DBus,1.2.0,1.2.0,SAME
file-5.45,man,man,SAME
xdg-user-dirs,0.19,0.19,SAME
perl5.40.0-File-MimeInfo,0.33,0.33,SAME
perl5.40.0-X11-Protocol,0.56,0.56,SAME
xdg-utils,1.2.1,1.2.1,SAME
libxcrypt-4.5.2,man,man,SAME
networkmanager-1.54.3,man,man,SAME
libcap,2.77,2.77,SAME
steam,run,wrapped,DIFFERENT (current:run,exp:wrapped)
steam-1.0.0.85,init,init,SAME
libmikmod,3.3.13,3.3.13,SAME
SDL_sound,1.0.3,1.0.3,SAME
libcddb,1.3.2,1.3.2,SAME
libcdio,2.3.0,2.3.0,SAME
miniaudio,0.11.23,0.11.23,SAME
sfml,3.0.2,3.0.2,SAME
snappy,1.2.2,1.2.2,SAME
krb5,1.22.1,1.22.1,SAME
libgnome-keyring,3.12.0,3.12.0,SAME
gnutls-3.8.11,man,man,SAME
unzip,6.0,6.0,SAME
ncurses-6.5,man,man,SAME
